date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:18:02	59344/59344	---M--	200	added ('OK')	text/css	etag:%22e7d0-5f89696d6e438%22	http://localhost/word/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.12.1	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minfb6f.css	(from http://localhost/word/)
19:18:04	26702/26702	---M--	200	added ('OK')	text/css	etag:%22684e-5f89696d736a3%22	http://localhost/word/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.12.1	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minfb6f.css	(from http://localhost/word/)
19:18:05	33859/33859	---M--	200	added ('OK')	text/css	etag:%228443-5f8a9d916d2d3%22	http://localhost/word/wp-content/uploads/elementor/css/post-4387.css?ver=1680783258	C:/sew%20creative/localhost/word/wp-content/uploads/elementor/css/post-438700d8.css	(from http://localhost/word/)
19:18:07	4553/4553	---MC-	200	added ('OK')	text/css	date:Wed,%2023%20Aug%202023%2013:48:18%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=swap&ver=6.3	C:/sew%20creative/fonts.googleapis.com/css973c.css	(from http://localhost/word/)
19:18:08	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-60396eeb209cd%22	http://localhost/word/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/sew%20creative/localhost/word/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/word/)
19:18:09	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2023%20Aug%202023%2013:48:20%20GMT	https://fonts.gstatic.com/	C:/sew%20creative/fonts.gstatic.com/index.html	(from http://localhost/word/)
19:18:09	15055/15055	---M--	200	added ('OK')	application/javascript	etag:%223acf-5f89696d79450%22	http://localhost/word/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.12.1	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minfb6f.js	(from http://localhost/word/)
19:18:11	87482/87482	---M--	200	added ('OK')	application/javascript	etag:%22155ba-60396eeb6509f%22	http://localhost/word/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/sew%20creative/localhost/word/wp-includes/js/jquery/jquery.min3088.js	(from http://localhost/word/)
19:18:14	41603/41603	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Aug%202023%2013:48:08%20GMT	http://localhost/word/wp-json/wp/v2/pages/4387	C:/sew%20creative/localhost/word/wp-json/wp/v2/pages/4387.json	(from http://localhost/word/)
19:18:15	792/792	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Aug%202023%2013:48:12%20GMT	http://localhost/word/xmlrpc.php?rsd	C:/sew%20creative/localhost/word/xmlrpc0db0.php	(from http://localhost/word/)
19:18:18	2360/2360	---M--	200	added ('OK')	application/json	date:Wed,%2023%20Aug%202023%2013:48:14%20GMT	http://localhost/word/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fword%2F	C:/sew%20creative/localhost/word/wp-json/oembed/1.0/embed5a99.json	(from http://localhost/word/)
19:18:22	2427/2427	---M--	200	added ('OK')	text/xml	date:Wed,%2023%20Aug%202023%2013:48:18%20GMT	http://localhost/word/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fword%2F&format=xml	C:/sew%20creative/localhost/word/wp-json/oembed/1.0/embed116e	(from http://localhost/word/)
19:18:23	7253/7253	---M--	200	added ('OK')	image/png	etag:%221c55-5f896cec59033%22	http://localhost/word/wp-content/uploads/2018/12/logo@2x-free-img-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2018/12/logo@2x-free-img-1.png	(from http://localhost/word/)
19:18:23	10138/10138	---M--	200	added ('OK')	image/jpeg	etag:%22279a-5f896c5e70be1%22	http://localhost/word/wp-content/uploads/2023/04/download.jpeg	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/download.jpg	(from http://localhost/word/)
19:18:24	5536/5536	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2023%20Aug%202023%2013:48:35%20GMT	https://websitedemos.net/brandstore-02/wp-login.php	C:/sew%20creative/websitedemos.net/brandstore-02/wp-login.1d.delayed	(from http://localhost/word/)
19:18:54	341019/341019	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:48:24%20GMT	http://localhost/word/product-category/men/	C:/sew%20creative/localhost/word/product-category/men/index.html	(from http://localhost/word/)
19:18:55	375887/375887	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:48:23%20GMT	http://localhost/word/product-category/women/	C:/sew%20creative/localhost/word/product-category/women/index.html	(from http://localhost/word/)
19:18:55	379474/379474	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:48:23%20GMT	http://localhost/word/store/	C:/sew%20creative/localhost/word/store/index.html	(from http://localhost/word/)
19:18:55	2173/2173	---M--	200	added ('OK')	image/png	etag:%2287d-5f896d178525f%22	http://localhost/word/wp-content/uploads/2021/03/client-logo-1-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2021/03/client-logo-1-1.png	(from http://localhost/word/)
19:18:56	1799/1799	---M--	200	added ('OK')	image/png	etag:%22707-5f896d18ed747%22	http://localhost/word/wp-content/uploads/2021/03/client-logo-2-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2021/03/client-logo-2-1.png	(from http://localhost/word/)
19:19:18	287578/287578	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:48:55%20GMT	http://localhost/word/view-order/	C:/sew%20creative/localhost/word/view-order/index.html	(from http://localhost/word/)
19:19:18	299899/299899	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:48:54%20GMT	http://localhost/word/product-category/accessories/	C:/sew%20creative/localhost/word/product-category/accessories/index.html	(from http://localhost/word/)
19:19:18	287578/287578	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:48:56%20GMT	http://localhost/word/edit-order/	C:/sew%20creative/localhost/word/edit-order/index.html	(from http://localhost/word/)
19:19:18	1882/1882	---M--	200	added ('OK')	image/png	etag:%2275a-5f896d1a6d94e%22	http://localhost/word/wp-content/uploads/2021/03/client-logo-3-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2021/03/client-logo-3-1.png	(from http://localhost/word/)
19:19:18	2173/2173	---M--	200	added ('OK')	image/png	etag:%2287d-5f896d374c541%22	http://localhost/word/wp-content/uploads/2022/08/client-logo-5-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2022/08/client-logo-5-1.png	(from http://localhost/word/)
19:19:18	2169/2169	---M--	200	added ('OK')	image/png	etag:%22879-5f896d1c27faa%22	http://localhost/word/wp-content/uploads/2021/03/client-logo-4-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2021/03/client-logo-4-1.png	(from http://localhost/word/)
19:19:35	287578/287578	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:49:18%20GMT	http://localhost/word/list-order/	C:/sew%20creative/localhost/word/list-order/index.html	(from http://localhost/word/)
19:19:36	287585/287585	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:49:19%20GMT	http://localhost/word/track-order/	C:/sew%20creative/localhost/word/track-order/index.html	(from http://localhost/word/)
19:19:46	287641/287641	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:49:36%20GMT	http://localhost/word/order-configuration/	C:/sew%20creative/localhost/word/order-configuration/index.html	(from http://localhost/word/)
19:20:10	200975/200975	---M--	200	added ('OK')	image/png	etag:%223110f-5f8af14086e6a%22	http://localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-06-235623.png	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-06-235623.png	(from http://localhost/word/)
19:20:22	287565/287565	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:50:10%20GMT	http://localhost/word/total-customers/	C:/sew%20creative/localhost/word/total-customers/index.html	(from http://localhost/word/)
19:20:42	463520/463520	---M--	200	added ('OK')	image/png	etag:%22712a0-5f8af329dec38%22	http://localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-07-000630.png	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-07-000630.png	(from http://localhost/word/)
19:20:44	348068/348068	---M--	200	added ('OK')	image/png	etag:%2254fa4-5f8af02b755a3%22	http://localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-06-235309.png	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-06-235309.png	(from http://localhost/word/)
19:20:50	1105913/1105913	---MC-	200	added ('OK')	application/json	date:Wed,%2023%20Aug%202023%2013:48:09%20GMT	http://localhost/word/wp-json/	C:/sew%20creative/localhost/word/wp-json/index.html	(from http://localhost/word/)
19:20:52	176837/176837	---M--	200	added ('OK')	image/png	etag:%222b2c5-5f8aec2000dd7%22	http://localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-06-233438.png	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-06-233438.png	(from http://localhost/word/)
19:20:53	3416/3416	---M--	200	added ('OK')	image/png	etag:%22d58-5f896cdcfd2df%22	http://localhost/word/wp-content/uploads/2018/12/globe-free-img-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2018/12/globe-free-img-1.png	(from http://localhost/word/)
19:20:57	287660/287660	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:50:42%20GMT	http://localhost/word/customer-details/	C:/sew%20creative/localhost/word/customer-details/index.html	(from http://localhost/word/)
19:21:01	1601/1601	---M--	200	added ('OK')	image/png	etag:%22641-5f896cdfc0ffd%22	http://localhost/word/wp-content/uploads/2018/12/quality-free-img-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2018/12/quality-free-img-1.png	(from http://localhost/word/)
19:21:07	287720/287720	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:50:50%20GMT	http://localhost/word/add-customer/	C:/sew%20creative/localhost/word/add-customer/index.html	(from http://localhost/word/)
19:21:10	2040/2040	---M--	200	added ('OK')	image/png	etag:%227f8-5f896ce11346d%22	http://localhost/word/wp-content/uploads/2018/12/tag-free-img-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2018/12/tag-free-img-1.png	(from http://localhost/word/)
19:21:10	287727/287727	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:50:53%20GMT	http://localhost/word/view-customer/	C:/sew%20creative/localhost/word/view-customer/index.html	(from http://localhost/word/)
19:21:12	1800/1800	---M--	200	added ('OK')	image/png	etag:%22708-5f896cde73567%22	http://localhost/word/wp-content/uploads/2018/12/lock-free-img-1.png	C:/sew%20creative/localhost/word/wp-content/uploads/2018/12/lock-free-img-1.png	(from http://localhost/word/)
19:21:13	287727/287727	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:01%20GMT	http://localhost/word/edit-customer/	C:/sew%20creative/localhost/word/edit-customer/index.html	(from http://localhost/word/)
19:21:13	105423/105423	---M--	200	added ('OK')	image/png	etag:%2219bcf-5f89a6c17c505%22	http://localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-05-231930.png	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/Screenshot-2023-04-05-231930.png	(from http://localhost/word/)
19:21:13	10138/10138	---M--	200	added ('OK')	image/jpeg	etag:%22279a-5f8970dbd18e3%22	http://localhost/word/wp-content/uploads/2023/04/download-1.jpeg	C:/sew%20creative/localhost/word/wp-content/uploads/2023/04/download-1.jpg	(from http://localhost/word/)
19:21:14	509/509	---M--	200	added ('OK')	image/svg+xml	etag:%221fd-5f896a1f90637%22	http://localhost/word/wp-content/plugins/wpforms-lite/assets/images/submit-spin.svg	C:/sew%20creative/localhost/word/wp-content/plugins/wpforms-lite/assets/images/submit-spin.svg	(from http://localhost/word/)
19:21:32	287727/287727	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:10%20GMT	http://localhost/word/customer-list/	C:/sew%20creative/localhost/word/customer-list/index.html	(from http://localhost/word/)
19:21:34	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5f89696d64b4b%22	http://localhost/word/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.12.1	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/lib/animations/animations.minfb6f.css	(from http://localhost/word/)
19:21:37	287544/287544	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:12%20GMT	http://localhost/word/total-income/	C:/sew%20creative/localhost/word/total-income/index.html	(from http://localhost/word/)
19:21:38	41604/41604	---M--	200	added ('OK')	text/css	etag:%22a284-5f896a1f294f4%22	http://localhost/word/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.min.css?ver=1.8.1.1	C:/sew%20creative/localhost/word/wp-content/plugins/wpforms-lite/assets/css/frontend/classic/wpforms-base.minc273.css	(from http://localhost/word/)
19:21:38	287600/287600	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:13%20GMT	http://localhost/word/last-30-days-expense/	C:/sew%20creative/localhost/word/last-30-days-expense/index.html	(from http://localhost/word/)
19:21:38	287369/287369	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:15%20GMT	http://localhost/word/departments/	C:/sew%20creative/localhost/word/departments/index.html	(from http://localhost/word/)
19:21:53	287509/287509	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:34%20GMT	http://localhost/word/contact/	C:/sew%20creative/localhost/word/contact/index.html	(from http://localhost/word/)
19:21:59	16935/16935	---M--	200	added ('OK')	application/javascript	etag:%224227-5ed710ee031ad%22	http://localhost/word/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.9.4	C:/sew%20creative/localhost/word/wp-content/themes/astra/assets/js/minified/frontend.minf3c8.js	(from http://localhost/word/)
19:22:01	287618/287618	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:38%20GMT	http://localhost/word/sent-email/	C:/sew%20creative/localhost/word/sent-email/index.html	(from http://localhost/word/)
19:22:01	287639/287639	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:38%20GMT	http://localhost/word/sent-messages/	C:/sew%20creative/localhost/word/sent-messages/index.html	(from http://localhost/word/)
19:22:01	287632/287632	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:38%20GMT	http://localhost/word/phone-number/	C:/sew%20creative/localhost/word/phone-number/index.html	(from http://localhost/word/)
19:22:01	2928/2928	---M--	200	added ('OK')	application/javascript	etag:%22b70-5ed710ee039a4%22	http://localhost/word/wp-content/themes/astra/assets/js/minified/mobile-cart.min.js?ver=3.9.4	C:/sew%20creative/localhost/word/wp-content/themes/astra/assets/js/minified/mobile-cart.minf3c8.js	(from http://localhost/word/)
19:22:01	9505/9505	---M--	200	added ('OK')	application/javascript	etag:%222521-5f8969b30048f%22	http://localhost/word/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.5.1	C:/sew%20creative/localhost/word/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min3156.js	(from http://localhost/word/)
19:22:01	3348/3348	---M--	200	added ('OK')	application/javascript	etag:%22d14-5f8969b2edb81%22	http://localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.5.1	C:/sew%20creative/localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min8c10.js	(from http://localhost/word/)
19:22:02	1834/1834	---M--	200	added ('OK')	application/javascript	etag:%2272a-5f8969b30eb62%22	http://localhost/word/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.5.1	C:/sew%20creative/localhost/word/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min1c57.js	(from http://localhost/word/)
19:22:05	2139/2139	---M--	200	added ('OK')	application/javascript	etag:%2285b-5f8969b2ff107%22	http://localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.5.1	C:/sew%20creative/localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min8c10.js	(from http://localhost/word/)
19:22:08	3286/3286	---M--	200	added ('OK')	application/javascript	etag:%22cd6-5f8969b2f2201%22	http://localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.5.1	C:/sew%20creative/localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min8c10.js	(from http://localhost/word/)
19:22:16	287495/287495	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:51:59%20GMT	http://localhost/word/staff/	C:/sew%20creative/localhost/word/staff/index.html	(from http://localhost/word/)
19:22:25	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5ed4a72b591ea%22	http://localhost/word/wp-includes/js/underscore.min.js?ver=1.13.4	C:/sew%20creative/localhost/word/wp-includes/js/underscore.mind584.js	(from http://localhost/word/)
19:22:27	287611/287611	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:01%20GMT	http://localhost/word/add-staff/	C:/sew%20creative/localhost/word/add-staff/index.html	(from http://localhost/word/)
19:22:27	287618/287618	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:02%20GMT	http://localhost/word/view-staff/	C:/sew%20creative/localhost/word/view-staff/index.html	(from http://localhost/word/)
19:22:27	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5ed4a72e065ac%22	http://localhost/word/wp-includes/js/wp-util.min.js?ver=6.3	C:/sew%20creative/localhost/word/wp-includes/js/wp-util.minf801.js	(from http://localhost/word/)
19:22:28	287618/287618	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:09%20GMT	http://localhost/word/edit-staff/	C:/sew%20creative/localhost/word/edit-staff/index.html	(from http://localhost/word/)
19:22:29	14202/14202	---M--	200	added ('OK')	application/javascript	etag:%22377a-5f8969b2eef37%22	http://localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=7.5.1	C:/sew%20creative/localhost/word/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min8c10.js	(from http://localhost/word/)
19:22:52	287618/287618	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:25%20GMT	http://localhost/word/pay-salary/	C:/sew%20creative/localhost/word/pay-salary/index.html	(from http://localhost/word/)
19:22:53	287660/287660	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:27%20GMT	http://localhost/word/view-designation/	C:/sew%20creative/localhost/word/view-designation/index.html	(from http://localhost/word/)
19:22:54	287653/287653	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:27%20GMT	http://localhost/word/add-designation/	C:/sew%20creative/localhost/word/add-designation/index.html	(from http://localhost/word/)
19:22:54	287660/287660	---MC-	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2013:52:29%20GMT	http://localhost/word/edit-designation/	C:/sew%20creative/localhost/word/edit-designation/index.html	(from http://localhost/word/)
19:22:54	16195/16195	---M--	200	added ('OK')	application/javascript	etag:%223f43-5f8969ddc5d9d%22	http://localhost/word/wp-content/plugins/variation-swatches-woo/assets/js/swatches.js?ver=1.0.7	C:/sew%20creative/localhost/word/wp-content/plugins/variation-swatches-woo/assets/js/swatches19f6.js	(from http://localhost/word/)
19:22:54	4958/4958	---M--	200	added ('OK')	application/javascript	etag:%22135e-5f89696d62bdc%22	http://localhost/word/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.12.1	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/js/webpack.runtime.minfb6f.js	(from http://localhost/word/)
19:22:56	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5f89696d8aa33%22	http://localhost/word/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/word/)
19:22:57	42288/42288	---M--	200	added ('OK')	application/javascript	etag:%22a530-5f89696d30454%22	http://localhost/word/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.12.1	C:/sew%20creative/localhost/word/wp-content/plugins/elementor/assets/js/frontend-modules.minfb6f.js	(from http://localhost/word/)
19:22:58	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f8922b38007f%22	http://localhost/word/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/sew%20creative/localhost/word/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost/word/)
